label,interesting,source,text,cosine_score,nli_score,cosine_triggered,nli_triggered,signals_disagree,group_id
CRISIS,False,contrast:terse,I'm feeling extremely overwhelmed and hopeless.,0.216,0.991,True,True,False,seed_1
CRISIS,False,contrast:terse,I'm exhausted and can't keep going on.,0.206,0.918,True,True,False,seed_2
NOT_CRISIS,False,contrast:terse,Been stuck home most of the week.,-0.242,0.002,False,False,False,seed_11
BOUNDARY,False,contrast:terse,"Had a tough day, hoping not to do it tomorrow.",-0.144,0.023,False,False,False,seed_20
BOUNDARY,False,contrast:terse,Just another appointment booked for next month,-0.114,0.003,False,False,False,seed_23
NOT_CRISIS,False,contrast:terse,I feel surprisingly calm and at peace today.,-0.28,0.0,False,False,False,seed_28
BOUNDARY,False,contrast:terse,Can't do it again tomorrow.,-0.108,0.005,False,False,False,seed_47
CRISIS,False,grid:boundary_difficult,"I'm waking up every day feeling like I'm trudging through quicksand, my body and mind heavy with a dull ache that seems to have no end or resolution, like I'm stuck in some perpetual loop of exhaustion and anxiety.",0.179,0.975,True,True,False,solo_d9d650d0
NOT_CRISIS,False,grid:conditional,I'd shatter into a million pieces if they left me.,0.109,0.102,False,False,False,solo_8dfbf0b4
NOT_CRISIS,False,grid:conditional,"Had a pretty standard commute today, nothing much to report. Watched a couple of episodes of something last night, nothing special. Been meaning to go for a run but haven't got round to it. If my life's plans had taken an unexpected detour and I was forced to uproot everything, including my relationships and career aspirations, I would feel utterly lost and unmoored, like a fragment of myself drifting aimlessly on the turbulent tides of uncertainty.",0.148,0.118,False,False,False,solo_e686dcde
CRISIS,False,grid:crisis_direct,i'm so done with everything right now can't even,0.189,0.913,True,True,False,solo_d8a89bd3
CRISIS,False,grid:crisis_direct,i'm completely and utterly done i just can't even right now my head is spinning and everything feels so bleak i feel like i'm just staring at a wall and i don't know how to climb out of this hole i've been trying for days but nothing seems to be working i keep telling myself to just take it one day at a time but honestly that's the hardest part right now i feel so overwhelmed and anxious all the time and i just can't shake this feeling of being completely worthless i don't know how much more of this i can take i'm starting to lose track of what's going on in my life and what i even want for myself anymore it's like everything is just stuck and i don't know how to move forward,0.273,0.994,True,True,False,solo_59a1e255
CRISIS,False,grid:crisis_direct,i feel like i'm drowning and can't get out of this hole,0.423,0.985,True,True,False,solo_7dbd2574
CRISIS,False,grid:crisis_direct,i'm at my breaking point can't do anything,0.442,0.981,True,True,False,solo_23c2a905
CRISIS,False,grid:crisis_direct,i just feel like i'm completely done and can't find a way out of this darkness that's been following me for months,0.224,0.983,True,True,False,solo_feab6300
NOT_CRISIS,False,grid:negated_distress,I'm functioning within a stable emotional range today.,-0.158,0.0,False,False,False,solo_bf03d014
NOT_CRISIS,False,grid:ordinary_negative,"Today was one of those days where everything felt like a slight inconvenience rather than anything out of the ordinary. I woke up feeling a bit restless, not quite awake enough to tackle the day head-on, but not quite ready to crawl back into bed either. The traffic was already starting to get under my skin by 7am, and it only got worse from there.

I found myself getting into a small argument with someone on social media - nothing too out of the ordinary for me, I just really dislike when people start throwing around buzzwords and hashtags like they're magic solutions. But in this case, it was actually my friend who started talking about ""sustainable living"" in a way that felt more like clickbait than genuine passion. It's funny how those little sparks of frustration can turn into full-blown arguments in the virtual world.

After getting out of bed and sorting myself out for work, I found myself just feeling a bit bored throughout the day. Not in a desperate-to-find-entertainment kind of way - more like a general ""is-this-really-all-there-is"" vibe that comes from staring at spreadsheets or attending meetings when all you really want to do is go home and take a nap.

We did manage to squeeze in some actual human interaction later on, which was nice. I went out with my sister for lunch and we spent most of the time just making each other laugh about stupid things. You know, those little observations that everyone makes but usually don't have the guts to share. Yeah, those ones.

Anyway, by the end of the day I was feeling fairly exhausted in a ""I-can-look-forward-to-the-weekend"" kind of way. Nothing earth-shattering has happened - just your run-of-the-mill monotony with a hint of mild frustration and boredom. Tomorrow, on the other hand, feels like it might be slightly better.",0.118,0.024,False,False,False,solo_53caedf7
NOT_CRISIS,False,grid:ordinary_negative,"I got stuck in traffic on the way home and had to deal with a minor argument at work that's still slightly bugging me while I'm sitting here feeling kind of bored and tired tonight. Been trying to get through my reading list but keep getting distracted. Watched a couple of episodes of something last night, nothing special. Caught up with a friend over coffee yesterday which was nice.",0.153,0.006,False,False,False,solo_1ae4fd58
NOT_CRISIS,False,grid:ordinary_negative,Traffic was terrible and got into a minor fight today,-0.248,0.02,False,False,False,solo_b2bf6329
NOT_CRISIS,False,grid:ordinary_negative,"Ugh, slow day, traffic and stupid coworker argument.",-0.211,0.004,False,False,False,solo_019d7883
NOT_CRISIS,False,grid:ordinary_negative,"Traffic was awful, minor spat at work now just tired.",-0.211,0.027,False,False,False,solo_f3b11800
NOT_CRISIS,False,grid:ordinary_negative,"I woke up, got dressed, and headed out for work, where I spent most of the day sitting in traffic that was only slightly worse than usual and had to awkwardly explain something to a coworker about an email they'd written incorrectly and we ended up having a minor disagreement about it afterwards.",0.116,0.002,False,False,False,solo_2c0f3a21
NOT_CRISIS,False,grid:ordinary_positive,"Work has been pretty busy this week, lots of meetings back to back. Been trying to get through my reading list but keep getting distracted. Had a pretty standard commute today, nothing much to report. Today was pretty uneventful but I didn't really mind because I spent some time reorganizing my closet and found an old favorite sweater that's been missing for years.",0.153,0.0,False,False,False,solo_8c0d7b7b
NOT_CRISIS,False,grid:ordinary_positive,"Today was fine, got some work done, left on time.",-0.409,0.0,False,False,False,solo_8eb4083e
NOT_CRISIS,False,grid:ordinary_positive,"I woke up feeling pretty okay I guess, not exactly on top of the world but also not like I was about to crawl out of my skin which is kind of the best way to start the day if you ask me anyway so I got out of bed and stumbled through a pretty standard morning routine just trying to get everything done before it was too late then I had a weird realization that I've been putting off this one project for weeks and honestly I have no idea why but today seemed like as good of a day as any so I spent some time working on it and while it wasn't the most exciting thing in the world it's still something to be done which is more than I can say for yesterday when nothing even came close to being remotely interesting",-0.168,0.003,False,False,False,solo_ddf95efb
NOT_CRISIS,False,grid:ordinary_positive,"Tolerable day, got some work done.",-0.311,0.0,False,False,False,solo_60fe1dc0
NOT_CRISIS,False,grid:ordinary_positive,"Did okay today, got stuff done mostly.",-0.264,0.0,False,False,False,solo_bf195c65
NOT_CRISIS,False,grid:ordinary_positive,Today was pretty fine I guess went to work and hung out with some people and ate some food that turned out okay.,-0.307,0.0,False,False,False,solo_4dbc98cb
BOUNDARY,False,grid:past_resolved,healing from self-doubt has been a long hard fight.,0.102,0.025,False,False,False,solo_eb84ba97
NOT_CRISIS,False,grid:positive_valence,"Work has been pretty busy this week, lots of meetings back to back. Still haven't sorted out that thing I've been putting off. Watched a couple of episodes of something last night, nothing special. I'm completely overwhelmed with gratitude right now and I don't know how I'm going to manage all of these amazing opportunities and connections that are happening today.",0.137,0.039,False,False,False,solo_a624f550
NOT_CRISIS,False,grid:positive_valence,"I'm feeling utterly overwhelmed with gratitude and joy today, I can barely contain my smile because every single thing that's happening right now feels like a gift.",-0.162,0.001,False,False,False,solo_90e0b8ab
NOT_CRISIS,False,grid:reported_speech,"Been meaning to go for a run but haven't got round to it. My therapist asked me if I'm feeling hopeless again today. Work has been pretty busy this week, lots of meetings back to back. Watched a couple of episodes of something last night, nothing special.",0.11,0.011,False,False,False,solo_16435642
NOT_CRISIS,False,grid:workload_hyperbole,Still haven't sorted out that thing I've been putting off. I'm currently drowning in emails and I've got a conference call with 12 stakeholders happening simultaneously today lol. Been meaning to go for a run but haven't got round to it.,0.104,0.001,False,False,False,solo_1eb9494d
BOUNDARY,False,spliced:end,"Watched a couple of episodes of something last night, nothing special. Been trying to get through my reading list but keep getting distracted. I am not sure how much longer I can keep pretending I am fine.",0.153,0.028,False,False,False,splice_a
BOUNDARY,False,spliced:end,"Watched a couple of episodes of something last night, nothing special. Been trying to get through my reading list but keep getting distracted. The weather's been all over the place, hard to plan anything outdoors. I am not sure how much longer I can keep pretending I am fine.",0.153,0.026,False,False,False,splice_a
CRISIS,False,spliced:end,"The weather's been all over the place, hard to plan anything outdoors. Caught up with a friend over coffee yesterday which was nice. Honestly I do not see the point in any of this any more.",0.619,0.954,True,True,False,splice_c
BOUNDARY,False,spliced:middle,"Work has been pretty busy this week, lots of meetings back to back. I am not sure how much longer I can keep pretending I am fine. Still haven't sorted out that thing I've been putting off. Been trying to get through my reading list but keep getting distracted.",0.153,0.01,False,False,False,splice_a
CRISIS,False,spliced:middle,Still haven't sorted out that thing I've been putting off. I feel like I am drowning and I do not know how to ask for help. Caught up with a friend over coffee yesterday which was nice.,0.356,0.914,True,True,False,splice_b
BOUNDARY,False,spliced:start,I am not sure how much longer I can keep pretending I am fine. Caught up with a friend over coffee yesterday which was nice. Been trying to get through my reading list but keep getting distracted.,0.153,0.019,False,False,False,splice_a
BOUNDARY,False,spliced:start,I am not sure how much longer I can keep pretending I am fine. Been trying to get through my reading list but keep getting distracted. Caught up with a friend over coffee yesterday which was nice.,0.153,0.023,False,False,False,splice_a
CRISIS,False,spliced:start,"I feel like I am drowning and I do not know how to ask for help. Caught up with a friend over coffee yesterday which was nice. Had a pretty standard commute today, nothing much to report.",0.356,0.885,True,True,False,splice_b
CRISIS,False,spliced:start,I feel like I am drowning and I do not know how to ask for help. Caught up with a friend over coffee yesterday which was nice. Still haven't sorted out that thing I've been putting off.,0.356,0.98,True,True,False,splice_b
CRISIS,False,spliced:start,"Honestly I do not see the point in any of this any more. Had a pretty standard commute today, nothing much to report. Still haven't sorted out that thing I've been putting off.",0.619,0.964,True,True,False,splice_c
